claim_id,policy_number,claim_number,sum_insured,product,agent,class_of_business,risk_type,loss_date,client_type,renewal_frequency,primary_cause,secondary_cause,branch,target
ID_RH82OHQQAONV,pol000008864,claim0009797,8000.0,prod00005,ag00226,cob00009,rt00032,2018-07-10,ct0003,rf0002,pc0007,sc00024,br00001,4677.33
ID_ISH7A7KUU43N,pol000005889,claim0001447,1250000.0,prod00015,ag00068,cob00034,rt00023,2020-05-07,ct0001,rf0001,pc0007,sc00023,br00002,0.0
ID_UAHC8DIVABVF,pol000009851,claim0011470,6000.0,prod00005,ag00226,cob00009,rt00032,2018-05-30,ct0003,rf0001,pc0007,sc00023,br00006,118.0
ID_52V1OBXHWIEX,pol000010554,claim0012827,7500.0,prod00005,ag00068,cob00009,rt00032,2018-10-22,ct0003,rf0002,pc0007,sc00023,br00007,276.17
ID_ATZJEDHPDQCU,pol000007777,claim0007370,1400000.0,prod00015,ag00226,cob00034,rt00023,2020-07-08,ct0001,rf0001,pc0007,sc00023,br00001,101141.37
ID_QMK2BQNF7VZN,pol000005993,claim0002904,65000.0,prod00015,ag00068,cob00034,rt00023,2018-04-05,ct0001,rf0002,pc0007,sc00023,br00002,612.0
ID_X4T2PSTPEH42,pol000005843,claim0001229,1875000.0,prod00015,ag00226,cob00034,rt00023,2020-06-03,ct0001,rf0003,pc0007,sc00021,br00002,91662.55
ID_HM02BE1XII5H,pol000008048,claim0008694,0.0,prod00029,ag00226,cob00010,rt00026,2018-01-26,ct0003,rf0001,pc0007,sc00024,br00001,3025.0
ID_KAUN62360POR,pol000006801,claim0005196,5000.0,prod00005,ag00037,cob00009,rt00032,2018-05-25,ct0003,rf0001,pc0007,sc00023,br00002,2196.78
ID_FEHDJEIXXQIM,pol000008969,claim0009936,0.0,prod00028,ag00068,cob00009,rt00033,2018-02-13,ct0003,rf0001,pc0002,sc00003,br00001,33.0
ID_55NCZWYRCSR4,pol000007676,claim0006692,43500.0,prod00012,ag00021,cob00016,rt00015,2018-09-22,ct0001,rf0001,pc0005,sc00019,br00001,0.0
ID_9JLAMTQ7KRX2,pol000005926,claim0001841,0.0,prod00015,ag00037,cob00022,rt00025,2018-06-02,ct0001,rf0002,pc0007,sc00023,br00002,290.38
ID_FPDJUY1SIO36,pol000007689,claim0011590,1797254.0,prod00012,ag00226,cob00016,rt00015,2018-10-24,ct0001,rf0002,pc0001,sc00015,br00001,1125.0
ID_C3D1L5WCHJ21,pol000008219,claim0008952,7000.0,prod00005,ag00037,cob00009,rt00032,2018-05-08,ct0003,rf0001,pc0007,sc00022,br00001,1240.0
ID_HA4BJFO1T2SF,pol000008217,claim0008949,5000.0,prod00005,ag00226,cob00009,rt00032,2018-02-16,ct0003,rf0002,pc0007,sc00021,br00001,0.0
ID_1F1SRN8LWB6J,pol000006000,claim0003903,0.0,prod00015,ag00037,cob00010,rt00023,2021-05-19,ct0001,rf0002,pc0007,sc00024,br00002,69500.0
ID_9WV6MMQIUHHW,pol000008756,claim0009660,0.0,prod00028,ag00037,cob00009,rt00033,2018-01-08,ct0003,rf0001,pc0007,sc00021,br00001,136.97
ID_7PM5J3R2B88B,pol000006026,claim0003305,1700000.0,prod00015,ag00037,cob00034,rt00023,2019-08-03,ct0001,rf0002,pc0007,sc00021,br00002,2254.0
ID_P2WQDNNRQLTN,pol000005767,claim0000805,85739229.0,prod00012,ag00037,cob00016,rt00015,2019-08-01,ct0001,rf0003,pc0005,sc00019,br00002,0.0
ID_7MLBBE9H18ZZ,pol000005800,claim0000922,186000.0,prod00011,ag00037,cob00015,rt00018,2018-03-17,ct0001,rf0002,pc0001,sc00008,br00002,618.76
ID_26YFGC6I2XRO,pol000007723,claim0006907,9833124.0,prod00015,ag00021,cob00034,rt00023,2020-04-17,ct0001,rf0003,pc0007,sc00023,br00001,14793.4
ID_N14XA4OJCUDP,pol000006807,claim0005203,4500.0,prod00005,ag00226,cob00009,rt00032,2018-06-16,ct0003,rf0002,pc0007,sc00022,br00002,0.0
ID_LETI9S7R21Y6,pol000007838,claim0007730,7475000.0,prod00015,ag00037,cob00034,rt00023,2020-09-24,ct0001,rf0003,pc0007,sc00031,br00001,6066.97
ID_3O30YUWO0JTB,pol000006047,claim0003767,2161744.0,prod00015,ag00037,cob00034,rt00023,2019-08-11,ct0001,rf0003,pc0007,sc00021,br00002,0.0
ID_0LHG1DTJOTE3,pol000007030,claim0005545,2000000.0,prod00015,ag00037,cob00034,rt00023,2019-10-19,ct0001,rf0001,pc0007,sc00024,br00004,34904.97
ID_M7V4KNODMHH2,pol000010358,claim0012572,5500.0,prod00005,ag00068,cob00009,rt00032,2018-07-08,ct0003,rf0001,pc0007,sc00023,br00007,0.0
ID_U1GV1DCP7RAU,pol000008215,claim0008947,15000.0,prod00005,ag00037,cob00009,rt00032,2018-03-01,ct0003,rf0001,pc0007,sc00024,br00001,2501.8
ID_0WANPRKGVEVJ,pol000006789,claim0005182,5000.0,prod00005,ag00037,cob00009,rt00032,2018-05-24,ct0003,rf0001,pc0007,sc00023,br00002,288.0
ID_HQ3Y0CTBVLTM,pol000005960,claim0002458,1330437.0,prod00015,ag00037,cob00034,rt00023,2020-01-25,ct0001,rf0003,pc0007,sc00023,br00002,0.0
ID_6UX4I204ZHZZ,pol000006026,claim0003408,6760000.0,prod00015,ag00037,cob00034,rt00023,2020-08-11,ct0001,rf0002,pc0007,sc00031,br00002,8000.4
ID_8DP44LOLFJAI,pol000007793,claim0013301,35000.0,prod00015,ag00037,cob00034,rt00023,2018-04-29,ct0001,rf0001,pc0007,sc00024,br00001,595.0
ID_ZQDQQ6X0Q9YA,pol000009525,claim0010860,420000.0,prod00015,ag00037,cob00034,rt00023,2019-08-29,ct0001,rf0004,pc0007,sc00021,br00005,1430.0
ID_ML3WYOZ16UUP,pol000007723,claim0006834,9833124.0,prod00015,ag00021,cob00034,rt00023,2020-03-28,ct0001,rf0003,pc0007,sc00023,br00001,13930.25
ID_98ASUL08IJK9,pol000007844,claim0007950,820000.0,prod00015,ag00064,cob00034,rt00023,2021-09-01,ct0001,rf0001,pc0007,sc00025,br00001,2154.38
ID_DIRA7AGD1M5W,pol000007729,claim0006935,6000.0,prod00005,ag00226,cob00009,rt00032,2018-08-10,ct0003,rf0001,pc0007,sc00023,br00002,5665.0
ID_2TRKVMM177RG,pol000010575,claim0012852,16500.0,prod00027,ag00226,cob00031,rt00006,2019-06-05,ct0003,rf0001,pc0007,sc00023,br00009,0.0
ID_CPFJD6GD6XBX,pol000009504,claim0010734,6500000.0,prod00015,ag00037,cob00034,rt00023,2021-07-06,ct0001,rf0002,pc0007,sc00004,br00005,0.0
ID_K9XQXCOP7DTI,pol000010638,claim0012936,8000.0,prod00021,ag00044,cob00027,rt00013,2018-10-18,ct0003,rf0002,pc0001,sc00013,br00009,504.5
ID_MM3JSC03G6NZ,pol000006729,claim0005102,16000.0,prod00005,ag00037,cob00009,rt00032,2018-05-17,ct0003,rf0002,pc0007,sc00023,br00002,1782.0
ID_9KEHPREWXN56,pol000007108,claim0005748,30768611.8,prod00002,ag00226,cob00004,rt00001,2020-02-29,ct0001,rf0002,pc0001,sc00007,br00001,66866.1
ID_N3VLYP3MS5BJ,pol000005784,claim0000766,18000.0,prod00027,ag00226,cob00031,rt00006,2019-04-22,ct0003,rf0001,pc0007,sc00023,br00002,0.0
ID_RANASP9X1L8D,pol000009516,claim0010826,200000.0,prod00015,ag00064,cob00034,rt00023,2019-02-14,ct0001,rf0002,pc0007,sc00031,br00005,1266.73
ID_EECQ1XDC0WOS,pol000006005,claim0003015,2800000.0,prod00015,ag00226,cob00034,rt00023,2020-09-27,ct0001,rf0005,pc0007,sc00023,br00002,30726.0
ID_QKK4L8FS2ZT3,pol000010556,claim0012829,0.0,prod00028,ag00068,cob00009,rt00033,2019-03-01,ct0003,rf0002,pc0007,sc00024,br00007,78.33
ID_5WMSIM4G8KWL,pol000010235,claim0012399,0.0,prod00015,ag00068,cob00022,rt00025,2019-01-04,ct0001,rf0002,pc0007,sc00021,br00007,184.0
ID_ALQXACTDEXRV,pol000007651,claim0006521,21020450.0,prod00012,ag00021,cob00016,rt00015,2019-12-06,ct0001,rf0001,pc0011,sc00048,br00001,8685.0
ID_W0ZYYFJCWGUM,pol000009001,claim0009977,6500.0,prod00005,ag00226,cob00009,rt00032,2018-07-15,ct0003,rf0004,pc0007,sc00022,br00001,555.5
ID_RIBVJYOPB6J2,pol000007963,claim0008355,0.0,prod00015,ag00068,cob00034,rt00024,2019-09-10,ct0001,rf0001,pc0015,sc00020,br00001,4300.0
ID_B9IKBY0VDOTS,pol000011118,claim0013993,35000.0,prod00027,ag00044,cob00031,rt00006,2020-03-26,ct0001,rf0002,pc0007,sc00023,br00009,23100.0
ID_A3KNH8UXU97L,pol000008760,claim0009664,5000.0,prod00005,ag00226,cob00009,rt00032,2018-06-11,ct0003,rf0001,pc0007,sc00029,br00001,0.0
ID_QN7FAQOCMP7X,pol000007915,claim0008187,50000.0,prod00015,ag00037,cob00034,rt00023,2019-08-18,ct0001,rf0001,pc0007,sc00023,br00001,852.86
ID_DU5Z0K5L4LYA,pol000006179,claim0004314,28827000.0,prod00018,ag00037,cob00023,rt00027,2020-08-21,ct0001,rf0003,pc0017,sc00059,br00002,215874.0
ID_DSBFEBZX215E,pol000005951,claim0002195,2050000.0,prod00015,ag00037,cob00034,rt00023,2021-06-02,ct0001,rf0002,pc0007,sc00024,br00002,0.0
ID_4P3M81BP0PK0,pol000005344,claim0000075,100000.0,prod00002,ag00226,cob00003,rt00002,2019-02-05,ct0001,rf0003,pc0003,sc00004,br00002,3623.4
ID_F3MWUSRJI8CH,pol000008966,claim0010113,6500.0,prod00005,ag00226,cob00009,rt00032,2018-09-07,ct0003,rf0001,pc0007,sc00023,br00001,339.0
ID_DMM8KY30CK62,pol000010676,claim0014007,12000.0,prod00005,ag00044,cob00009,rt00032,2019-02-17,ct0003,rf0002,pc0007,sc00023,br00009,3955.73
ID_JM8F2SMIX7WC,pol000009718,claim0011235,5000.0,prod00005,ag00226,cob00009,rt00032,2018-04-11,ct0003,rf0001,pc0007,sc00021,br00005,560.0
ID_SPG0FPSUMK5Z,pol000010457,claim0012700,10000.0,prod00005,ag00068,cob00009,rt00032,2018-12-21,ct0003,rf0002,pc0007,sc00022,br00007,184.1
ID_7S0F0SBVV0FS,pol000007421,claim0006213,135000.0,prod00027,ag00068,cob00031,rt00006,2020-05-08,ct0003,rf0001,pc0007,sc00021,br00001,108149.5
ID_ACSFE33LDTMY,pol000005712,claim0000621,500000.0,prod00012,ag00037,cob00016,rt00015,2020-09-11,ct0001,rf0003,pc0011,sc00048,br00002,229950.0
ID_MEOZ5C3UFM9Q,pol000005944,claim0002127,111000.0,prod00015,ag00226,cob00034,rt00023,2018-06-09,ct0001,rf0002,pc0007,sc00023,br00002,3616.45
ID_SOLLL3HJNS51,pol000005389,claim0000173,10000.0,prod00002,ag00068,cob00001,rt00002,2019-10-06,ct0001,rf0002,pc0001,sc00008,br00002,0.0
ID_NXYJ6P17ZJ2W,pol000009816,claim0011421,0.0,prod00015,ag00064,cob00022,rt00025,2021-06-05,ct0001,rf0002,pc0007,sc00021,br00006,77769.0
ID_Z8PFBAFV1K1Z,pol000009444,claim0010543,1040000.0,prod00012,ag00064,cob00016,rt00015,2020-03-21,ct0001,rf0002,pc0011,sc00004,br00005,40300.0
ID_Q3UDLSSUKQHO,pol000009598,claim0011020,5000.0,prod00005,ag00226,cob00009,rt00032,2018-02-23,ct0003,rf0001,pc0002,sc00003,br00005,101.0
ID_QIWKIENF8Q8B,pol000011163,claim0014089,5000.0,prod00005,ag00068,cob00009,rt00032,2018-05-08,ct0003,rf0002,pc0007,sc00022,br00007,0.0
ID_L3C16SIL4QBK,pol000008699,claim0009592,7000.0,prod00005,ag00226,cob00009,rt00032,2018-05-06,ct0003,rf0001,pc0007,sc00023,br00001,0.0
ID_OYDPVU95Z2C4,pol000006218,claim0004468,3000.0,prod00005,ag00064,cob00010,rt00032,2018-02-01,ct0003,rf0001,pc0007,sc00024,br00002,0.0
ID_X7D54Y3XUOKZ,pol000007733,claim0006960,25000.0,prod00005,ag00226,cob00009,rt00032,2018-03-27,ct0003,rf0003,pc0007,sc00021,br00002,914.73
ID_MVH4PN9QQG4F,pol000008044,claim0008682,3000.0,prod00029,ag00226,cob00010,rt00026,2018-10-12,ct0001,rf0001,pc0007,sc00023,br00001,3000.0
ID_LPWBUVHAV4PN,pol000007633,claim0006484,30000.0,prod00021,ag00226,cob00027,rt00013,2018-08-10,ct0003,rf0001,pc0002,sc00003,br00001,4276.0
ID_G56QNDSCT7QN,pol000009240,claim0010268,6500.0,prod00005,ag00226,cob00009,rt00032,2019-03-01,ct0003,rf0002,pc0007,sc00023,br00001,228.29
ID_IP1MSNKH1DES,,claim0005804,20000.0,prod00027,ag00037,cob00031,rt00006,2018-11-20,ct0003,rf0001,pc0007,sc00023,br00001,3353.43
ID_6VU1FIN8NIWI,pol000005958,claim0002300,100000.0,prod00015,ag00037,cob00034,rt00023,2020-03-07,ct0001,rf0002,pc0007,sc00024,br00002,625293.11
ID_6ITFAP8M1I53,pol000005964,claim0002628,43000.0,prod00015,ag00068,cob00034,rt00023,2018-03-23,ct0001,rf0002,pc0007,sc00023,br00002,956.5
ID_JA0EZ8I79VTK,pol000007844,claim0007839,25000.0,prod00015,ag00064,cob00034,rt00023,2018-07-15,ct0001,rf0002,pc0007,sc00023,br00001,362.0
ID_6AKEVQVZNTQL,pol000007739,claim0007010,100000.0,prod00015,ag00226,cob00034,rt00023,2018-06-13,ct0001,rf0002,pc0007,sc00023,br00001,5785.0
ID_60L8NAHKA5SS,pol000009739,claim0011259,3000.0,prod00005,ag00064,cob00009,rt00032,2018-09-20,ct0003,rf0002,pc0002,sc00003,br00005,246.0
ID_KBXFIBMWX1CS,pol000010169,claim0012275,0.0,prod00008,ag00068,cob00013,rt00050,2020-12-01,ct0001,rf0002,pc0012,sc00032,br00007,11376.3
ID_85XEPHZN9LY5,pol000006002,claim0003007,35000.0,prod00015,ag00226,cob00034,rt00023,2018-02-13,ct0001,rf0002,pc0007,sc00021,br00002,25.0
ID_SAFQLVTILNQR,pol000008803,claim0009721,26711.3,prod00005,ag00226,cob00009,rt00032,2018-04-20,ct0003,rf0001,pc0007,sc00023,br00001,0.0
ID_X03W1NFNC89M,pol000008076,claim0008737,2000000.0,prod00018,ag00226,cob00023,rt00027,2018-03-23,ct0001,rf0002,pc0017,sc00061,br00001,2479.77
ID_ZH48O7Z3JHJH,pol000006032,claim0003633,90000.0,prod00015,ag00226,cob00034,rt00023,2019-09-14,ct0001,rf0003,pc0007,sc00023,br00002,34290.0
ID_KRS6OSAAMAGM,pol000007043,claim0005577,10750000.0,prod00015,ag00068,cob00034,rt00023,2021-07-21,ct0001,rf0001,pc0007,sc00024,br00004,284151.0
ID_3BKWKGEYOF7U,pol000005839,claim0001100,100000.0,prod00015,ag00226,cob00034,rt00023,2019-10-14,ct0001,rf0002,pc0002,sc00053,br00002,2591.19
ID_Q14POJS39NS3,pol000005817,claim0000964,100000.0,prod00015,ag00226,cob00034,rt00023,2018-07-08,ct0001,rf0002,pc0007,sc00023,br00002,540.0
ID_AQX00CU7BFSR,pol000007844,claim0013126,50000.0,prod00015,ag00064,cob00034,rt00023,2019-04-30,ct0001,rf0001,pc0007,sc00029,br00001,2672.82
ID_TBKURR7L233D,pol000006986,claim0010226,40000000.0,prod00034,ag00037,cob00036,rt00041,2021-08-15,ct0001,rf0005,pc0017,sc00050,br00002,0.0
ID_K4N1E99IR9Q2,pol000007754,claim0007202,108000.0,prod00015,ag00064,cob00034,rt00023,2019-11-02,ct0001,rf0001,pc0007,sc00023,br00001,0.0
ID_GMMSFQ5SUDCW,pol000005926,claim0001775,0.0,prod00015,ag00037,cob00022,rt00025,2020-06-23,ct0001,rf0003,pc0007,sc00023,br00002,1552.19
ID_XAJEBVA05SCA,pol000006000,claim0003054,70000.0,prod00015,ag00037,cob00034,rt00023,2018-04-10,ct0001,rf0002,pc0007,sc00023,br00002,3365.0
ID_WJ8396BPMAVG,pol000005843,claim0001175,85000.0,prod00015,ag00226,cob00034,rt00023,2018-05-25,ct0001,rf0003,pc0007,sc00024,br00002,3278.5
ID_EHRG04L7CZMC,pol000006027,claim0003574,15000.0,prod00015,ag00068,cob00034,rt00023,2018-04-25,ct0003,rf0002,pc0007,sc00023,br00002,768.75
ID_2GDMN285KCJ8,pol000006047,claim0003711,1878500.0,prod00015,ag00037,cob00034,rt00023,2020-05-13,ct0001,rf0003,pc0007,sc00024,br00002,64061.14
ID_GTQRZVAE72JD,pol000008779,claim0009691,7500.0,prod00005,ag00226,cob00009,rt00032,2018-03-27,ct0003,rf0001,pc0007,sc00023,br00001,613.0
ID_UD87CSKEW9OZ,pol000006164,claim0004229,1106931.0,prod00018,ag00037,cob00023,rt00027,2018-09-06,ct0001,rf0002,pc0017,sc00061,br00002,6647.18
ID_UBKJFHYF6BEE,pol000007844,claim0007870,0.0,prod00015,ag00064,cob00022,rt00025,2018-07-25,ct0001,rf0002,pc0007,sc00029,br00001,100.0
ID_LG58FMEFNEA8,pol000005960,claim0002542,73800.0,prod00015,ag00037,cob00034,rt00023,2018-06-07,ct0001,rf0002,pc0007,sc00021,br00002,577.02
ID_A06N3600MQ2W,pol000005386,claim0000259,130000.0,prod00002,ag00226,cob00001,rt00002,2018-09-27,ct0001,rf0002,pc0002,sc00003,br00002,1551.73
ID_RILMHY36T65N,pol000006024,claim0003314,55000.0,prod00015,ag00037,cob00034,rt00023,2018-10-29,ct0001,rf0002,pc0007,sc00023,br00002,414.0
ID_MG0HWVYZK3CK,pol000009646,claim0011123,2124000.0,prod00015,ag00226,cob00034,rt00023,2021-08-20,ct0001,rf0002,pc0007,sc00022,br00005,0.0
ID_PKRQK9NKO9OT,pol000007838,claim0007719,1937500.0,prod00015,ag00037,cob00034,rt00023,2019-11-10,ct0001,rf0002,pc0007,sc00024,br00001,0.0
ID_ONMS20BK13YS,pol000010101,claim0013835,0.0,prod00008,ag00068,cob00013,rt00050,2018-04-30,ct0001,rf0002,pc0012,sc00032,br00007,15416.66
ID_BKSR2MEGR7NV,pol000005451,claim0000261,10000.0,prod00027,ag00037,cob00031,rt00006,2019-02-18,ct0003,rf0002,pc0007,sc00024,br00002,3134.3
ID_2T8GSQ696NWV,pol000006136,claim0004157,0.0,prod00029,ag00037,cob00010,rt00026,2018-11-08,ct0001,rf0002,pc0007,sc00024,br00002,3000.0
ID_DZCE4ST6L46O,pol000007796,claim0007457,60000.0,prod00015,ag00226,cob00034,rt00023,2018-02-16,ct0001,rf0001,pc0007,sc00022,br00001,625.0
ID_EQUFRV74UBFU,pol000007501,claim0006315,20000.0,prod00027,ag00083,cob00031,rt00006,2020-06-16,ct0003,rf0001,pc0007,sc00024,br00001,20000.0
ID_2KMXNF0PHJWI,pol000011010,claim0013738,27500.0,prod00027,ag00037,cob00031,rt00006,2019-05-21,ct0001,rf0001,pc0007,sc00023,br00006,0.0
ID_OKRIUV9HTXDA,pol000009275,claim0010309,9500.0,prod00005,ag00226,cob00009,rt00032,2018-11-05,ct0003,rf0001,pc0007,sc00029,br00001,1163.5
ID_UGSDN2J7KX93,pol000005928,claim0001865,5230000.0,prod00015,ag00226,cob00010,rt00023,2020-07-03,ct0001,rf0001,pc0007,sc00024,br00002,552250.0
ID_XZBWR6XGD4T4,pol000007287,claim0006006,59500.0,prod00027,ag00226,cob00010,rt00006,2019-08-03,ct0003,rf0002,pc0007,sc00024,br00001,17026.76
ID_8Y4BM1J9XHXP,pol000010407,claim0012636,4000.0,prod00005,ag00068,cob00009,rt00032,2018-04-06,ct0003,rf0001,pc0002,sc00045,br00007,387.23
ID_BNU5E8KFPO0J,pol000007754,claim0007312,2000000.0,prod00015,ag00064,cob00034,rt00023,2021-07-04,ct0001,rf0005,pc0007,sc00021,br00001,42210.0
ID_I7JHZ0USF5X3,pol000007261,claim0005972,100000.0,prod00027,ag00226,cob00031,rt00006,2021-01-07,ct0003,rf0002,pc0007,sc00023,br00001,6000.0
ID_3PBMSDPUB9V1,pol000006033,claim0003643,30000.0,prod00015,ag00037,cob00034,rt00023,2019-03-05,ct0001,rf0002,pc0007,sc00023,br00002,3487.79
ID_U0TYDD51C613,pol000008909,claim0009858,4500.0,prod00005,ag00226,cob00009,rt00032,2018-12-22,ct0003,rf0002,pc0007,sc00021,br00001,194.4
ID_FXE3XTB5ZFKS,pol000007561,claim0006383,4500.0,prod00027,ag00068,cob00031,rt00006,2020-01-20,ct0003,rf0002,pc0007,sc00022,br00001,0.0
ID_F4R9IB3MRA1B,pol000010346,claim0012557,18000.0,prod00005,ag00068,cob00009,rt00032,2018-04-08,ct0003,rf0001,pc0007,sc00023,br00007,8746.25
ID_3RHWNXWNSI7H,pol000010051,claim0011832,8000.0,prod00027,ag00068,cob00031,rt00006,2019-01-05,ct0003,rf0001,pc0007,sc00021,br00007,0.0
ID_23BLPUPH015K,pol000007597,claim0006437,300000.0,prod00027,ag00226,cob00010,rt00006,2020-02-01,ct0003,rf0001,pc0010,sc00004,br00001,146645.0
ID_E0E7HK0JH1BB,pol000009548,claim0010917,118118000.0,prod00023,ag00068,cob00012,rt00031,2019-10-29,ct0001,rf0002,pc0005,sc00019,br00005,4531.5
ID_IM2LYD5OPC43,pol000009136,claim0010156,17000.0,prod00005,ag00064,cob00009,rt00032,2018-05-18,ct0003,rf0001,pc0007,sc00023,br00001,4097.41
ID_9XPWGRMGGRV2,pol000006699,claim0005067,10000.0,prod00005,ag00068,cob00010,rt00032,2018-03-01,ct0003,rf0001,pc0007,sc00024,br00002,796.6
ID_7VA53WOE9B9I,pol000006140,claim0004163,0.0,prod00029,ag00037,cob00010,rt00026,2018-05-19,ct0003,rf0001,pc0007,sc00024,br00002,3025.0
ID_6U6GE00G9CS9,pol000009391,claim0010473,67000000.0,prod00002,ag00064,cob00004,rt00001,2020-05-02,ct0001,rf0002,pc0001,sc00004,br00005,18641.99
ID_K82NQFHNNSX4,pol000008885,claim0009825,9000.0,prod00005,ag00226,cob00009,rt00032,2018-05-14,ct0003,rf0002,pc0007,sc00023,br00001,1780.2
ID_W10G833BWIOF,pol000005951,claim0002112,80000.0,prod00015,ag00037,cob00034,rt00023,2019-02-10,ct0001,rf0002,pc0007,sc00025,br00002,266.68
ID_UE58WPKLRO3M,pol000009761,claim0011309,170800.0,prod00015,ag00064,cob00034,rt00023,2019-04-15,ct0001,rf0002,pc0007,sc00023,br00006,3161.82
ID_T3XB76TITH8N,pol000010140,claim0012043,0.0,prod00008,ag00068,cob00013,rt00050,2019-08-20,ct0001,rf0002,pc0012,sc00032,br00007,12993.54
ID_JS1VXI66548D,pol000010837,claim0013332,450000.0,prod00018,ag00037,cob00023,rt00027,2018-01-09,ct0001,rf0002,pc0017,sc00060,br00001,23442.12
ID_M6WGT95STBBO,pol000006026,claim0003296,1700000.0,prod00015,ag00037,cob00034,rt00023,2019-07-17,ct0001,rf0002,pc0007,sc00021,br00002,688.27
ID_DXQNQHICN50Z,pol000005944,claim0002045,111000.0,prod00015,ag00226,cob00034,rt00023,2018-05-23,ct0001,rf0002,pc0007,sc00031,br00002,0.0
ID_ISN1I2LSUPZM,pol000006026,claim0004502,98000.0,prod00015,ag00037,cob00034,rt00023,2019-08-06,ct0001,rf0002,pc0007,sc00023,br00002,414.05
ID_UCYGNZU4KBBE,pol000005972,claim0002762,1386313.5,prod00015,ag00037,cob00034,rt00023,2020-03-02,ct0001,rf0002,pc0007,sc00023,br00002,0.0
ID_EHXJTJIF78X0,pol000007067,claim0005655,360000.0,prod00005,ag00064,cob00009,rt00032,2019-10-29,ct0001,rf0002,pc0007,sc00023,br00004,7618.4
ID_P9JDX4OFM16T,pol000010386,claim0012611,0.0,prod00028,ag00068,cob00009,rt00033,2018-02-08,ct0003,rf0001,pc0007,sc00021,br00007,179.52
ID_JZ3J3YKOFB30,pol000007750,claim0007078,90000.0,prod00015,ag00037,cob00034,rt00023,2018-01-24,ct0001,rf0001,pc0007,sc00023,br00001,1421.05
ID_YP9S0D42O8B5,pol000006626,claim0008188,4500.0,prod00005,ag00064,cob00009,rt00032,2018-06-13,ct0003,rf0003,pc0007,sc00023,br00002,278.95
ID_9NLEK20UCG1O,pol000007810,claim0007531,24000.0,prod00015,ag00021,cob00034,rt00023,2018-12-09,ct0001,rf0001,pc0007,sc00022,br00001,344.14
ID_GDM8469QYVMN,pol000007469,claim0006275,50000.0,prod00027,ag00226,cob00031,rt00006,2019-11-15,ct0003,rf0002,pc0007,sc00004,br00001,3883.12
ID_X0KTK66JNXZ6,pol000008246,claim0008988,100000.0,prod00005,ag00068,cob00009,rt00032,2020-01-02,ct0003,rf0002,pc0007,sc00031,br00004,1066.65
ID_L3COPZA7K6N4,pol000005967,claim0002692,150000.0,prod00015,ag00037,cob00034,rt00023,2019-01-02,ct0001,rf0002,pc0007,sc00021,br00002,0.0
ID_7WKN45T0BPHI,pol000005797,claim0000859,1956008.5,prod00011,ag00037,cob00015,rt00018,2019-03-16,ct0001,rf0002,pc0001,sc00015,br00002,300.0
ID_419OUYACXADL,pol000009759,claim0011300,0.0,prod00015,ag00064,cob00022,rt00025,2021-08-30,ct0001,rf0002,pc0007,sc00022,br00006,0.0
ID_ZMQFI33ENJTK,pol000009477,claim0010625,100000.0,prod00015,ag00064,cob00034,rt00023,2018-06-25,ct0001,rf0002,pc0007,sc00004,br00005,535.0
ID_P6B62K8SSZT8,pol000007424,claim0006217,140000.0,prod00027,ag00068,cob00031,rt00006,2019-12-14,ct0003,rf0001,pc0007,sc00024,br00001,0.0
ID_RBY4DIQ30O5C,pol000009544,claim0011132,1985294.12,prod00018,ag00068,cob00023,rt00027,2020-05-28,ct0001,rf0002,pc0017,sc00050,br00005,1246.0
ID_RG00CK2FB41G,pol000005380,claim0000279,22500.0,prod00002,ag00037,cob00001,rt00002,2018-06-03,ct0001,rf0002,pc0002,sc00011,br00002,2196.0
ID_6GX6T4H45JGK,pol000006063,claim0003784,100000.0,prod00015,ag00037,cob00034,rt00023,2019-03-14,ct0001,rf0002,pc0002,sc00003,br00002,1470.0
ID_V67Z62BL8V2N,pol000007844,claim0013361,0.0,prod00015,ag00064,cob00022,rt00025,2020-12-01,ct0001,rf0001,pc0007,sc00023,br00001,3420.38
ID_P03MRBWA7Z99,pol000007963,claim0008357,20000.0,prod00015,ag00068,cob00010,rt00024,2020-11-17,ct0001,rf0001,pc0015,sc00020,br00001,20000.0
ID_NZ5D0MIZQGUZ,pol000006888,claim0005297,0.0,prod00028,ag00037,cob00009,rt00033,2018-08-19,ct0003,rf0002,pc0007,sc00023,br00002,0.0
ID_LIU2KNLKEC7B,pol000005699,claim0000599,400000.0,prod00021,ag00068,cob00026,rt00013,2018-09-17,ct0001,rf0001,pc0002,sc00003,br00002,3841.42
ID_1WA73BZ6ZA72,pol000007499,claim0006313,210000.0,prod00027,ag00064,cob00031,rt00006,2020-06-22,ct0003,rf0001,pc0007,sc00023,br00001,7686.0
ID_434ZSYBMDWU0,pol000006025,claim0003236,30000.0,prod00015,ag00037,cob00034,rt00023,2018-11-05,ct0001,rf0002,pc0007,sc00021,br00002,670.68
ID_R9MJ5MKHL3WK,pol000005817,claim0000968,100000.0,prod00015,ag00226,cob00034,rt00023,2018-09-26,ct0001,rf0002,pc0007,sc00023,br00002,3579.03
ID_D00MKAX5DK8Z,pol000007683,claim0006575,333947.47,prod00009,ag00226,cob00013,rt00010,2019-09-30,ct0001,rf0002,pc0012,sc00032,br00001,3843.2
ID_QSQUDFLBL1D0,pol000007363,claim0009522,140000.0,prod00027,ag00226,cob00031,rt00006,2019-12-07,ct0003,rf0002,pc0007,sc00023,br00001,10796.2
