policy_number,product_code,trans_date,from_date,to_date,agent,class_of_business,client_type,renewal_frequency,branch
pol000008888,prod00005,2018-01-29 09:45:43.647,2018-01-29 00:00:00.000,2018-05-31 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000010277,prod00005,2018-01-29 09:49:58.223,2018-01-07 00:00:00.000,2018-05-06 00:00:00.000,ag00043,cob00009,ct0003,rf0001,br00007
pol000010277,prod00005,2018-01-29 09:49:58.223,2018-01-07 00:00:00.000,2018-05-06 00:00:00.000,ag00043,cob00031,ct0003,rf0001,br00007
pol000009033,prod00005,2018-01-29 10:24:48.087,2018-01-01 00:00:00.000,2018-04-30 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000006666,prod00005,2018-01-29 10:26:05.577,2018-01-24 00:00:00.000,2018-05-23 00:00:00.000,ag00004,cob00011,ct0003,rf0001,br00002
pol000006985,prod00034,2018-01-29 10:41:11.397,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00036,ct0001,rf0002,br00002
pol000005654,prod00021,2018-01-29 10:59:39.827,2018-02-01 00:00:00.000,2018-05-31 00:00:00.000,ag00006,cob00027,ct0003,rf0001,br00002
pol000005654,prod00021,2018-01-29 10:59:39.827,2018-02-01 00:00:00.000,2018-05-31 00:00:00.000,ag00006,cob00026,ct0003,rf0001,br00002
pol000007761,prod00015,2018-01-29 12:21:51.593,2018-02-01 00:00:00.000,2019-01-31 00:00:00.000,ag00023,cob00034,ct0001,rf0002,br00001
pol000005367,prod00002,2018-01-29 12:42:30.457,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00004,ct0001,rf0002,br00002
pol000005367,prod00002,2018-01-29 12:42:30.457,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00006,ct0001,rf0002,br00002
pol000005367,prod00002,2018-01-29 12:42:30.457,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00003,ct0001,rf0002,br00002
pol000005367,prod00002,2018-01-29 12:42:30.457,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00002,ct0001,rf0002,br00002
pol000005367,prod00002,2018-01-29 12:42:30.457,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00001,ct0001,rf0002,br00002
pol000007772,prod00015,2018-01-29 14:09:10.823,2018-02-01 00:00:00.000,2018-05-31 00:00:00.000,ag00226,cob00034,ct0001,rf0001,br00001
pol000009831,prod00005,2018-01-29 14:14:32.567,2017-11-01 00:00:00.000,2018-02-28 00:00:00.000,ag00079,cob00031,ct0003,rf0001,br00006
pol000009831,prod00005,2018-01-29 14:14:32.567,2017-11-01 00:00:00.000,2018-02-28 00:00:00.000,ag00079,cob00009,ct0003,rf0001,br00006
pol000005735,prod00021,2018-01-29 14:18:50.723,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00027,ct0001,rf0002,br00002
pol000005735,prod00021,2018-01-29 14:18:50.723,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00026,ct0001,rf0002,br00002
pol000007762,prod00015,2018-01-29 14:24:58.313,2018-02-01 00:00:00.000,2019-01-31 00:00:00.000,ag00023,cob00022,ct0001,rf0002,br00001
pol000011129,prod00005,2018-01-29 14:30:52.217,2018-01-23 00:00:00.000,2019-01-22 00:00:00.000,ag00044,cob00009,ct0003,rf0002,br00009
pol000011129,prod00005,2018-01-29 14:30:52.217,2018-01-23 00:00:00.000,2019-01-22 00:00:00.000,ag00044,cob00031,ct0003,rf0002,br00009
pol000008906,prod00005,2018-01-29 14:34:28.247,2018-02-01 00:00:00.000,2018-05-31 00:00:00.000,ag00140,cob00009,ct0003,rf0001,br00001
pol000008906,prod00005,2018-01-29 14:34:28.247,2018-02-01 00:00:00.000,2018-05-31 00:00:00.000,ag00140,cob00031,ct0003,rf0001,br00001
pol000010789,prod00028,2018-01-29 15:01:25.663,2018-01-23 00:00:00.000,2019-01-22 00:00:00.000,ag00044,cob00009,ct0003,rf0002,br00009
pol000009965,prod00005,2018-01-29 15:07:36.890,2018-01-03 00:00:00.000,2018-05-02 00:00:00.000,ag00223,cob00009,ct0003,rf0001,br00006
pol000009965,prod00005,2018-01-29 15:07:36.890,2018-01-03 00:00:00.000,2018-05-02 00:00:00.000,ag00223,cob00031,ct0003,rf0001,br00006
pol000006393,prod00005,2018-01-29 15:45:53.950,2018-02-01 00:00:00.000,2018-05-31 00:00:00.000,ag00006,cob00009,ct0003,rf0001,br00002
pol000006393,prod00005,2018-01-29 15:45:53.950,2018-02-01 00:00:00.000,2018-05-31 00:00:00.000,ag00006,cob00031,ct0003,rf0001,br00002
pol000005882,prod00015,2018-01-29 15:51:00.287,2018-02-01 00:00:00.000,2018-05-31 00:00:00.000,ag00006,cob00034,ct0001,rf0001,br00002
pol000010399,prod00005,2018-01-29 15:58:09.533,2018-02-01 00:00:00.000,2019-01-31 00:00:00.000,ag00043,cob00009,ct0003,rf0002,br00007
pol000010399,prod00005,2018-01-29 15:58:09.533,2018-02-01 00:00:00.000,2019-01-31 00:00:00.000,ag00043,cob00031,ct0003,rf0002,br00007
pol000011079,prod00005,2018-01-29 16:26:25.980,2018-02-01 00:00:00.000,2019-01-31 00:00:00.000,ag00043,cob00009,ct0003,rf0002,br00007
pol000011079,prod00005,2018-01-29 16:26:25.980,2018-02-01 00:00:00.000,2019-01-31 00:00:00.000,ag00043,cob00031,ct0003,rf0002,br00007
pol000008619,prod00005,2018-01-29 16:51:24.770,2018-01-29 00:00:00.000,2018-05-31 00:00:00.000,ag00226,cob00009,ct0001,rf0001,br00001
pol000008619,prod00005,2018-01-29 16:51:24.770,2018-01-29 00:00:00.000,2018-05-31 00:00:00.000,ag00226,cob00031,ct0001,rf0001,br00001
pol000009883,prod00005,2018-01-29 17:26:12.577,2018-01-29 00:00:00.000,2018-09-30 00:00:00.000,ag00012,cob00009,ct0001,rf0002,br00006
pol000009883,prod00005,2018-01-29 17:26:12.577,2018-01-29 00:00:00.000,2018-09-30 00:00:00.000,ag00012,cob00031,ct0001,rf0002,br00006
pol000010303,prod00005,2018-01-29 17:28:45.800,2018-02-01 00:00:00.000,2018-05-31 00:00:00.000,ag00043,cob00009,ct0003,rf0001,br00007
pol000010303,prod00005,2018-01-29 17:28:45.800,2018-02-01 00:00:00.000,2018-05-31 00:00:00.000,ag00043,cob00031,ct0003,rf0001,br00007
pol000010305,prod00028,2018-01-29 17:37:16.327,2018-02-01 00:00:00.000,2018-05-31 00:00:00.000,ag00043,cob00009,ct0003,rf0001,br00007
pol000007715,prod00015,2018-01-29 17:46:58.227,2017-12-15 00:00:00.000,2018-02-28 00:00:00.000,ag00021,cob00034,ct0001,rf0001,br00001
pol000005748,prod00012,2018-01-29 17:57:57.370,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00016,ct0001,rf0002,br00002
pol000008889,prod00005,2018-01-29 18:07:40.140,2018-01-18 00:00:00.000,2019-01-17 00:00:00.000,ag00020,cob00031,ct0003,rf0002,br00001
pol000008889,prod00005,2018-01-29 18:07:40.140,2018-01-18 00:00:00.000,2019-01-17 00:00:00.000,ag00020,cob00009,ct0003,rf0002,br00001
pol000010901,prod00028,2018-01-29 18:14:45.880,2018-01-18 00:00:00.000,2019-01-17 00:00:00.000,ag00020,cob00009,ct0003,rf0002,br00001
pol000007090,prod00002,2018-01-29 18:15:42.913,2017-12-13 00:00:00.000,2018-02-28 00:00:00.000,ag00021,cob00004,ct0001,rf0001,br00001
pol000007090,prod00002,2018-01-29 18:15:42.913,2017-12-13 00:00:00.000,2018-02-28 00:00:00.000,ag00021,cob00002,ct0001,rf0001,br00001
pol000008442,prod00005,2018-01-29 18:26:25.247,2018-01-01 00:00:00.000,2018-04-30 00:00:00.000,ag00200,cob00009,ct0003,rf0001,br00001
pol000008442,prod00005,2018-01-29 18:26:25.247,2018-01-01 00:00:00.000,2018-04-30 00:00:00.000,ag00200,cob00031,ct0003,rf0001,br00001
pol000007090,prod00002,2018-01-29 18:30:06.447,2018-01-08 00:00:00.000,2018-02-28 00:00:00.000,ag00021,cob00004,ct0001,rf0001,br00001
pol000007090,prod00002,2018-01-29 18:30:06.447,2018-01-08 00:00:00.000,2018-02-28 00:00:00.000,ag00021,cob00002,ct0001,rf0001,br00001
pol000010837,prod00018,2018-01-29 18:44:45.430,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00020,cob00023,ct0001,rf0002,br00001
pol000008327,prod00005,2018-01-29 19:04:25.147,2017-12-28 00:00:00.000,2018-04-27 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008327,prod00005,2018-01-29 19:04:25.147,2017-12-28 00:00:00.000,2018-04-27 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000007091,prod00002,2018-01-29 19:10:05.057,2017-12-07 00:00:00.000,2018-02-28 00:00:00.000,ag00021,cob00003,ct0001,rf0003,br00001
pol000007091,prod00002,2018-01-29 19:10:05.057,2017-12-07 00:00:00.000,2018-02-28 00:00:00.000,ag00021,cob00004,ct0001,rf0003,br00001
pol000008618,prod00005,2018-01-29 19:11:13.980,2018-02-03 00:00:00.000,2018-06-02 00:00:00.000,ag00100,cob00009,ct0003,rf0001,br00001
pol000008618,prod00005,2018-01-29 19:11:13.980,2018-02-03 00:00:00.000,2018-06-02 00:00:00.000,ag00100,cob00031,ct0003,rf0001,br00001
pol000008890,prod00005,2018-01-29 19:12:29.793,2018-02-01 00:00:00.000,2018-05-31 00:00:00.000,ag00066,cob00009,ct0003,rf0001,br00001
pol000008890,prod00005,2018-01-29 19:12:29.793,2018-02-01 00:00:00.000,2018-05-31 00:00:00.000,ag00066,cob00031,ct0003,rf0001,br00001
pol000007677,prod00012,2018-01-29 19:17:09.003,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00020,cob00016,ct0001,rf0002,br00001
pol000007091,prod00002,2018-01-29 19:18:54.713,2017-12-21 00:00:00.000,2018-02-28 00:00:00.000,ag00021,cob00004,ct0001,rf0003,br00001
pol000007091,prod00002,2018-01-29 19:18:54.713,2017-12-21 00:00:00.000,2018-02-28 00:00:00.000,ag00021,cob00003,ct0001,rf0003,br00001
pol000007818,prod00015,2018-01-30 08:40:12.023,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00023,cob00034,ct0001,rf0002,br00001
pol000007818,prod00015,2018-01-30 08:40:12.023,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00023,cob00022,ct0001,rf0002,br00001
pol000010407,prod00005,2018-01-30 08:41:08.113,2018-02-01 00:00:00.000,2018-05-31 00:00:00.000,ag00043,cob00031,ct0003,rf0001,br00007
pol000010407,prod00005,2018-01-30 08:41:08.113,2018-02-01 00:00:00.000,2018-05-31 00:00:00.000,ag00043,cob00009,ct0003,rf0001,br00007
pol000005382,prod00002,2018-01-30 10:07:47.553,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00004,ct0001,rf0002,br00002
pol000005382,prod00002,2018-01-30 10:07:47.553,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00006,ct0001,rf0002,br00002
pol000005971,prod00015,2018-01-30 10:18:06.107,2018-02-01 00:00:00.000,2019-01-31 00:00:00.000,ag00014,cob00034,ct0001,rf0002,br00002
pol000006258,prod00005,2018-01-30 11:20:35.403,2018-02-01 00:00:00.000,2019-01-31 00:00:00.000,ag00046,cob00009,ct0003,rf0002,br00002
pol000006258,prod00005,2018-01-30 11:20:35.403,2018-02-01 00:00:00.000,2019-01-31 00:00:00.000,ag00046,cob00031,ct0003,rf0002,br00002
pol000008892,prod00005,2018-01-30 11:43:53.080,2018-01-02 00:00:00.000,2019-01-01 00:00:00.000,ag00226,cob00009,ct0003,rf0002,br00001
pol000008892,prod00005,2018-01-30 11:43:53.080,2018-01-02 00:00:00.000,2019-01-01 00:00:00.000,ag00226,cob00031,ct0003,rf0002,br00001
pol000010700,prod00005,2018-01-30 11:46:41.943,2018-01-13 00:00:00.000,2019-01-12 00:00:00.000,ag00044,cob00031,ct0003,rf0002,br00009
pol000010700,prod00005,2018-01-30 11:46:41.943,2018-01-13 00:00:00.000,2019-01-12 00:00:00.000,ag00044,cob00009,ct0003,rf0002,br00009
pol000005972,prod00015,2018-01-30 11:47:32.860,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000005972,prod00015,2018-01-30 11:47:32.860,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00022,ct0001,rf0002,br00002
pol000011180,prod00028,2018-01-30 11:52:05.187,2018-01-13 00:00:00.000,2019-01-12 00:00:00.000,ag00044,cob00009,ct0003,rf0002,br00009
pol000010700,prod00005,2018-01-30 11:54:06.910,2018-01-13 00:00:00.000,2019-01-12 00:00:00.000,ag00044,cob00009,ct0003,rf0002,br00009
pol000010700,prod00005,2018-01-30 11:54:06.910,2018-01-13 00:00:00.000,2019-01-12 00:00:00.000,ag00044,cob00031,ct0003,rf0002,br00009
pol000008893,prod00005,2018-01-30 13:14:34.710,2018-02-01 00:00:00.000,2019-01-31 00:00:00.000,ag00226,cob00031,ct0003,rf0002,br00001
pol000008893,prod00005,2018-01-30 13:14:34.710,2018-02-01 00:00:00.000,2019-01-31 00:00:00.000,ag00226,cob00009,ct0003,rf0002,br00001
pol000008402,prod00005,2018-01-30 13:58:49.667,2018-01-02 00:00:00.000,2018-05-01 00:00:00.000,ag00186,cob00009,ct0003,rf0001,br00001
pol000008402,prod00005,2018-01-30 13:58:49.667,2018-01-02 00:00:00.000,2018-05-01 00:00:00.000,ag00186,cob00031,ct0003,rf0001,br00001
pol000009035,prod00005,2018-01-30 14:11:13.337,2018-01-05 00:00:00.000,2018-05-04 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000009035,prod00005,2018-01-30 14:11:13.337,2018-01-05 00:00:00.000,2018-05-04 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008894,prod00028,2018-01-30 14:37:23.400,2018-02-01 00:00:00.000,2019-01-31 00:00:00.000,ag00226,cob00009,ct0003,rf0002,br00001
pol000005368,prod00002,2018-01-30 15:04:06.770,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00004,ct0001,rf0002,br00002
pol000005368,prod00002,2018-01-30 15:04:06.770,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00001,ct0001,rf0002,br00002
pol000006625,prod00005,2018-01-30 15:09:51.940,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00008,cob00031,ct0003,rf0002,br00002
pol000006625,prod00005,2018-01-30 15:09:51.940,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00008,cob00009,ct0003,rf0002,br00002
pol000005973,prod00015,2018-01-30 15:10:56.360,2018-02-01 00:00:00.000,2019-01-31 00:00:00.000,ag00006,cob00034,ct0001,rf0002,br00002
pol000008277,prod00005,2018-01-30 15:18:15.877,2018-02-07 00:00:00.000,2018-06-06 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008277,prod00005,2018-01-30 15:18:15.877,2018-02-07 00:00:00.000,2018-06-06 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000005749,prod00012,2018-01-30 15:25:58.463,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00016,ct0001,rf0002,br00002
pol000011130,prod00005,2018-01-30 15:34:11.447,2018-01-10 00:00:00.000,2019-01-09 00:00:00.000,ag00044,cob00031,ct0003,rf0002,br00009
pol000011130,prod00005,2018-01-30 15:34:11.447,2018-01-10 00:00:00.000,2019-01-09 00:00:00.000,ag00044,cob00009,ct0003,rf0002,br00009
pol000010701,prod00028,2018-01-30 15:41:33.497,2018-01-10 00:00:00.000,2019-01-09 00:00:00.000,ag00044,cob00009,ct0003,rf0002,br00009
pol000005874,prod00015,2018-01-30 16:03:07.513,2017-10-01 00:00:00.000,2018-01-31 00:00:00.000,ag00006,cob00034,ct0001,rf0001,br00002
pol000008896,prod00005,2018-01-30 16:03:26.107,2018-01-30 00:00:00.000,2018-05-31 00:00:00.000,ag00067,cob00031,ct0003,rf0001,br00001
pol000008896,prod00005,2018-01-30 16:03:26.107,2018-01-30 00:00:00.000,2018-05-31 00:00:00.000,ag00067,cob00009,ct0003,rf0001,br00001
pol000011130,prod00005,2018-01-30 16:08:53.010,2018-01-10 00:00:00.000,2019-01-09 00:00:00.000,ag00044,cob00009,ct0003,rf0002,br00009
pol000011130,prod00005,2018-01-30 16:08:53.010,2018-01-10 00:00:00.000,2019-01-09 00:00:00.000,ag00044,cob00031,ct0003,rf0002,br00009
pol000005369,prod00002,2018-01-30 16:20:26.483,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00004,ct0001,rf0002,br00002
pol000005369,prod00002,2018-01-30 16:20:26.483,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00003,ct0001,rf0002,br00002
pol000005369,prod00002,2018-01-30 16:20:26.483,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00002,ct0001,rf0002,br00002
pol000005369,prod00002,2018-01-30 16:20:26.483,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00001,ct0001,rf0002,br00002
pol000008490,prod00005,2018-01-30 16:21:22.433,2018-01-18 00:00:00.000,2018-05-31 00:00:00.000,ag00194,cob00009,ct0003,rf0001,br00001
pol000008490,prod00005,2018-01-30 16:21:22.433,2018-01-18 00:00:00.000,2018-05-31 00:00:00.000,ag00194,cob00031,ct0003,rf0001,br00001
pol000005974,prod00015,2018-01-30 16:22:55.607,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000007701,prod00013,2018-01-30 17:16:13.727,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00020,cob00021,ct0001,rf0002,br00001
pol000008476,prod00005,2018-01-30 17:16:37.530,2018-02-01 00:00:00.000,2018-05-31 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000008476,prod00005,2018-01-30 17:16:37.530,2018-02-01 00:00:00.000,2018-05-31 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008664,prod00005,2018-01-30 17:30:22.387,2018-02-01 00:00:00.000,2019-01-31 00:00:00.000,ag00226,cob00009,ct0003,rf0002,br00001
pol000008664,prod00005,2018-01-30 17:30:22.387,2018-02-01 00:00:00.000,2019-01-31 00:00:00.000,ag00226,cob00031,ct0003,rf0002,br00001
pol000009348,prod00034,2018-01-30 17:40:48.520,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00020,cob00036,ct0001,rf0002,br00001
pol000007564,prod00025,2018-01-30 17:55:56.080,2017-12-31 00:00:00.000,2018-08-31 00:00:00.000,ag00002,cob00029,ct0001,rf0002,br00001
pol000007564,prod00025,2018-01-30 18:08:13.830,2017-12-31 00:00:00.000,2018-08-31 00:00:00.000,ag00002,cob00029,ct0001,rf0002,br00001
pol000008669,prod00005,2018-01-30 18:13:35.653,2018-02-12 00:00:00.000,2018-06-11 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008669,prod00005,2018-01-30 18:13:35.653,2018-02-12 00:00:00.000,2018-06-11 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000007564,prod00025,2018-01-30 18:23:07.007,2017-12-31 00:00:00.000,2018-08-31 00:00:00.000,ag00002,cob00029,ct0001,rf0002,br00001
pol000008556,prod00005,2018-01-30 18:27:12.790,2018-02-14 00:00:00.000,2018-06-13 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008556,prod00005,2018-01-30 18:27:12.790,2018-02-14 00:00:00.000,2018-06-13 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000008897,prod00028,2018-01-30 18:31:21.567,2018-02-14 00:00:00.000,2018-06-13 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008898,prod00005,2018-01-30 18:39:45.180,2017-11-23 00:00:00.000,2018-03-31 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008898,prod00005,2018-01-30 18:39:45.180,2017-11-23 00:00:00.000,2018-03-31 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000010501,prod00005,2018-01-30 18:39:47.047,2018-01-12 00:00:00.000,2019-01-11 00:00:00.000,ag00043,cob00031,ct0003,rf0002,br00007
pol000010501,prod00005,2018-01-30 18:39:47.047,2018-01-12 00:00:00.000,2019-01-11 00:00:00.000,ag00043,cob00009,ct0003,rf0002,br00007
pol000008900,prod00005,2018-01-30 19:01:22.457,2018-01-04 00:00:00.000,2018-05-03 00:00:00.000,ag00226,cob00009,ct0001,rf0001,br00001
pol000008900,prod00005,2018-01-30 19:01:22.457,2018-01-04 00:00:00.000,2018-05-03 00:00:00.000,ag00226,cob00031,ct0001,rf0001,br00001
pol000005975,prod00015,2018-01-31 08:37:29.063,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000005370,prod00002,2018-01-31 09:08:11.973,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00004,ct0001,rf0002,br00002
pol000005370,prod00002,2018-01-31 09:08:11.973,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00001,ct0001,rf0002,br00002
pol000005370,prod00002,2018-01-31 09:08:11.973,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00006,ct0001,rf0002,br00002
pol000005370,prod00002,2018-01-31 09:08:11.973,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00003,ct0001,rf0002,br00002
pol000006167,prod00018,2018-01-31 09:23:48.260,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00023,ct0001,rf0002,br00002
pol000005975,prod00015,2018-01-31 10:03:05.870,2018-01-30 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000005976,prod00015,2018-01-31 10:25:12.287,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00034,ct0001,rf0002,br00002
pol000006170,prod00018,2018-01-31 10:59:54.803,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00023,ct0001,rf0002,br00002
pol000006626,prod00005,2018-01-31 11:26:19.877,2018-01-22 00:00:00.000,2018-05-31 00:00:00.000,ag00009,cob00031,ct0003,rf0001,br00002
pol000006626,prod00005,2018-01-31 11:26:19.877,2018-01-22 00:00:00.000,2018-05-31 00:00:00.000,ag00009,cob00009,ct0003,rf0001,br00002
pol000006672,prod00005,2018-01-31 11:50:11.943,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00005,cob00031,ct0001,rf0002,br00002
pol000006672,prod00005,2018-01-31 11:50:11.943,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00005,cob00009,ct0001,rf0002,br00002
pol000005751,prod00012,2018-01-31 12:20:05.200,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00016,ct0001,rf0002,br00002
pol000005752,prod00012,2018-01-31 12:28:18.477,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00016,ct0001,rf0002,br00002
pol000008533,prod00005,2018-01-31 12:31:53.917,2018-02-01 00:00:00.000,2018-05-31 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00001
pol000008533,prod00005,2018-01-31 12:31:53.917,2018-02-01 00:00:00.000,2018-05-31 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00001
pol000006273,prod00005,2018-01-31 12:50:44.173,2018-01-29 00:00:00.000,2018-05-31 00:00:00.000,ag00009,cob00031,ct0003,rf0001,br00002
pol000006273,prod00005,2018-01-31 12:50:44.173,2018-01-29 00:00:00.000,2018-05-31 00:00:00.000,ag00009,cob00009,ct0003,rf0001,br00002
pol000007680,prod00012,2018-01-31 13:25:13.090,2018-01-29 00:00:00.000,2018-12-31 00:00:00.000,ag00002,cob00016,ct0001,rf0002,br00001
pol000009593,prod00005,2018-01-31 13:43:40.667,2018-01-31 00:00:00.000,2018-05-30 00:00:00.000,ag00226,cob00031,ct0003,rf0001,br00005
pol000009593,prod00005,2018-01-31 13:43:40.667,2018-01-31 00:00:00.000,2018-05-30 00:00:00.000,ag00226,cob00009,ct0003,rf0001,br00005
pol000008813,prod00005,2018-01-31 14:45:28.207,2017-12-01 00:00:00.000,2018-03-31 00:00:00.000,ag00135,cob00009,ct0003,rf0001,br00001
pol000008813,prod00005,2018-01-31 14:45:28.207,2017-12-01 00:00:00.000,2018-03-31 00:00:00.000,ag00135,cob00031,ct0003,rf0001,br00001
pol000010740,prod00021,2018-01-31 15:05:38.123,2017-11-30 00:00:00.000,2018-11-29 00:00:00.000,ag00044,cob00026,ct0003,rf0002,br00009
pol000005795,prod00011,2018-01-31 15:19:03.740,2018-01-01 00:00:00.000,2018-03-31 00:00:00.000,ag00008,cob00018,ct0001,rf0003,br00002
pol000005795,prod00011,2018-01-31 15:19:03.740,2018-01-01 00:00:00.000,2018-03-31 00:00:00.000,ag00008,,ct0001,rf0003,br00002
pol000005795,prod00011,2018-01-31 15:19:03.740,2018-01-01 00:00:00.000,2018-03-31 00:00:00.000,ag00008,cob00001,ct0001,rf0003,br00002
pol000005795,prod00011,2018-01-31 15:19:03.740,2018-01-01 00:00:00.000,2018-03-31 00:00:00.000,ag00008,cob00005,ct0001,rf0003,br00002
pol000005371,prod00002,2018-01-31 15:30:35.533,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00003,ct0001,rf0002,br00002
pol000005371,prod00002,2018-01-31 15:30:35.533,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00002,ct0001,rf0002,br00002
pol000005371,prod00002,2018-01-31 15:30:35.533,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00001,ct0001,rf0002,br00002
pol000005371,prod00002,2018-01-31 15:30:35.533,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00004,ct0001,rf0002,br00002
pol000009547,prod00022,2018-01-31 15:53:43.683,2017-12-01 00:00:00.000,2018-11-30 00:00:00.000,ag00027,cob00028,ct0003,rf0002,br00005
pol000007009,prod00034,2018-01-31 16:02:41.310,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00004,cob00036,ct0001,rf0002,br00002
pol000005372,prod00002,2018-01-31 16:12:15.090,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00226,cob00004,ct0001,rf0002,br00002
pol000010257,prod00005,2018-01-31 16:16:06.107,2017-12-30 00:00:00.000,2018-04-30 00:00:00.000,ag00043,cob00009,ct0003,rf0001,br00007
pol000010257,prod00005,2018-01-31 16:16:06.107,2017-12-30 00:00:00.000,2018-04-30 00:00:00.000,ag00043,cob00031,ct0003,rf0001,br00007
pol000005389,prod00002,2018-01-31 16:41:14.787,2018-01-01 00:00:00.000,2018-12-31 00:00:00.000,ag00008,cob00004,ct0001,rf0002,br00002
pol000006265,prod00005,2018-01-31 16:57:57.530,2017-12-04 00:00:00.000,2018-04-03 00:00:00.000,ag00014,cob00009,ct0003,rf0001,br00002
pol000006265,prod00005,2018-01-31 16:57:57.530,2017-12-04 00:00:00.000,2018-04-03 00:00:00.000,ag00014,cob00031,ct0003,rf0001,br00002
pol000008655,prod00005,2018-01-31 17:00:37.273,2018-01-30 00:00:00.000,2018-04-29 00:00:00.000,ag00082,cob00009,ct0003,rf0003,br00001
